target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,position_id,from_layer,pred,voyage_cluster
25.0,25.0,-1.4906072616577148,1.0,1.0,15.0,3.0,7.0,1.0,4,"('CHANGC5_000', 24)"
26.0,26.0,-1.6565518379211426,1.0,1.0,15.0,4.0,3.0,1.0,15,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,"('CHANGC5_000', 24)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,"('CHANGC5_000', 24)"
0.0,27.0,0.20820122957229614,1.0,1.0,19.0,8.0,1.0,5.0,50,"('CHANGC5_000', 7)"
1.0,28.0,-0.2590431272983551,1.0,1.0,19.0,8.0,1.0,4.0,65,"('CHANGC5_000', 7)"
2.0,29.0,-0.17885543406009674,1.0,1.0,19.0,3.0,2.0,4.0,77,"('CHANGC5_000', 7)"
3.0,30.0,0.03247424215078354,1.0,1.0,19.0,3.0,2.0,3.0,78,"('CHANGC5_000', 7)"
4.0,31.0,0.20820122957229614,1.0,1.0,19.0,3.0,2.0,2.0,79,"('CHANGC5_000', 7)"
5.0,32.0,0.12817686796188354,1.0,1.0,19.0,3.0,2.0,1.0,81,"('CHANGC5_000', 7)"
6.0,33.0,0.13307631015777588,1.0,1.0,19.0,2.0,3.0,1.0,83,"('CHANGC5_000', 7)"
7.0,34.0,-0.05146969109773636,1.0,1.0,19.0,8.0,1.0,3.0,94,"('CHANGC5_000', 7)"
8.0,35.0,-0.1943703591823578,1.0,1.0,19.0,8.0,1.0,2.0,51,"('CHANGC5_000', 7)"
9.0,36.0,-0.16089077293872833,1.0,1.0,19.0,8.0,1.0,1.0,52,"('CHANGC5_000', 7)"
10.0,37.0,0.020388929173350334,1.0,1.0,19.0,1.0,4.0,3.0,66,"('CHANGC5_000', 7)"
11.0,38.0,-0.028605585917830467,1.0,1.0,19.0,1.0,4.0,2.0,80,"('CHANGC5_000', 7)"
12.0,39.0,0.13307631015777588,1.0,1.0,19.0,1.0,4.0,1.0,82,"('CHANGC5_000', 7)"
13.0,40.0,-2.37789249420166,1.0,1.0,19.0,7.0,5.0,2.0,84,"('CHANGC5_000', 7)"
14.0,41.0,-1.9287761449813843,1.0,1.0,19.0,7.0,5.0,1.0,95,"('CHANGC5_000', 7)"
15.0,42.0,0.12817686796188354,1.0,1.0,19.0,9.0,6.0,5.0,57,"('CHANGC5_000', 7)"
16.0,43.0,0.13307631015777588,1.0,1.0,19.0,9.0,6.0,4.0,53,"('CHANGC5_000', 7)"
17.0,44.0,0.12817686796188354,1.0,1.0,19.0,9.0,6.0,3.0,67,"('CHANGC5_000', 7)"
18.0,45.0,0.2428240329027176,1.0,1.0,19.0,9.0,6.0,2.0,74,"('CHANGC5_000', 7)"
19.0,46.0,0.20820122957229614,1.0,1.0,19.0,6.0,7.0,2.0,87,"('CHANGC5_000', 7)"
20.0,47.0,0.9757819771766663,1.0,1.0,19.0,4.0,8.0,1.0,98,"('CHANGC5_000', 7)"
21.0,48.0,0.16573932766914368,1.0,1.0,19.0,11.0,9.0,1.0,58,"('CHANGC5_000', 7)"
22.0,49.0,0.20820122957229614,1.0,1.0,19.0,6.0,7.0,1.0,60,"('CHANGC5_000', 7)"
23.0,50.0,0.24772347509860992,1.0,1.0,19.0,9.0,6.0,1.0,68,"('CHANGC5_000', 7)"
24.0,51.0,-0.1543581783771515,1.0,1.0,19.0,10.0,10.0,3.0,75,"('CHANGC5_000', 7)"
25.0,52.0,-0.36911746859550476,1.0,1.0,19.0,10.0,10.0,2.0,85,"('CHANGC5_000', 7)"
26.0,53.0,-0.36911746859550476,1.0,1.0,19.0,10.0,10.0,1.0,88,"('CHANGC5_000', 7)"
27.0,54.0,1.2468849420547485,1.0,1.0,22.0,9.0,11.0,5.0,96,"('CHANGC5_000', 7)"
28.0,55.0,1.2142219543457031,1.0,1.0,22.0,8.0,12.0,5.0,54,"('CHANGC5_000', 7)"
29.0,56.0,0.796135425567627,1.0,1.0,22.0,7.0,13.0,5.0,61,"('CHANGC5_000', 7)"
30.0,57.0,1.2142219543457031,1.0,1.0,22.0,9.0,11.0,4.0,69,"('CHANGC5_000', 7)"
31.0,58.0,1.209322452545166,1.0,1.0,22.0,8.0,12.0,4.0,86,"('CHANGC5_000', 7)"
32.0,59.0,1.209322452545166,1.0,1.0,22.0,9.0,11.0,3.0,90,"('CHANGC5_000', 7)"
33.0,60.0,1.2142219543457031,1.0,1.0,22.0,8.0,12.0,3.0,99,"('CHANGC5_000', 7)"
34.0,61.0,1.222387671470642,1.0,1.0,22.0,7.0,13.0,3.0,59,"('CHANGC5_000', 7)"
35.0,62.0,0.8155698776245117,1.0,1.0,22.0,9.0,11.0,2.0,63,"('CHANGC5_000', 7)"
36.0,63.0,1.209322452545166,1.0,1.0,22.0,8.0,12.0,2.0,71,"('CHANGC5_000', 7)"
37.0,64.0,0.642619252204895,1.0,1.0,22.0,10.0,14.0,3.0,89,"('CHANGC5_000', 7)"
38.0,65.0,0.3012908101081848,1.0,1.0,22.0,10.0,14.0,2.0,97,"('CHANGC5_000', 7)"
39.0,66.0,-0.10536365956068039,1.0,1.0,22.0,10.0,14.0,1.0,55,"('CHANGC5_000', 7)"
40.0,67.0,1.2142219543457031,1.0,1.0,22.0,7.0,13.0,2.0,56,"('CHANGC5_000', 7)"
41.0,68.0,0.8155698776245117,1.0,1.0,22.0,9.0,11.0,1.0,62,"('CHANGC5_000', 7)"
42.0,69.0,1.222387671470642,1.0,1.0,22.0,8.0,12.0,1.0,64,"('CHANGC5_000', 7)"
43.0,70.0,1.46033775806427,1.0,1.0,22.0,7.0,13.0,1.0,73,"('CHANGC5_000', 7)"
44.0,71.0,1.2468849420547485,1.0,1.0,22.0,5.0,15.0,4.0,72,"('CHANGC5_000', 7)"
45.0,72.0,1.222387671470642,1.0,1.0,22.0,5.0,15.0,3.0,70,"('CHANGC5_000', 7)"
46.0,73.0,1.222387671470642,1.0,1.0,22.0,5.0,15.0,2.0,76,"('CHANGC5_000', 7)"
47.0,74.0,1.0032188892364502,1.0,1.0,22.0,5.0,15.0,1.0,91,"('CHANGC5_000', 7)"
48.0,75.0,-0.44179266691207886,1.0,1.0,22.0,6.0,16.0,5.0,92,"('CHANGC5_000', 7)"
49.0,76.0,-0.4287274479866028,1.0,1.0,22.0,6.0,16.0,4.0,93,"('CHANGC5_000', 7)"
0.0,104.0,0.33831334114074707,1.0,1.0,41.0,5.0,1.0,1.0,120,"('CHANGC5_000', 18)"
1.0,105.0,-0.11211945861577988,1.0,1.0,41.0,4.0,2.0,1.0,121,"('CHANGC5_000', 18)"
2.0,106.0,0.2895846962928772,1.0,1.0,41.0,8.0,3.0,1.0,122,"('CHANGC5_000', 18)"
3.0,107.0,0.1769765019416809,1.0,1.0,41.0,9.0,4.0,1.0,123,"('CHANGC5_000', 18)"
4.0,108.0,-0.07035205513238907,1.0,1.0,41.0,7.0,5.0,1.0,124,"('CHANGC5_000', 18)"
5.0,109.0,0.27197688817977905,1.0,1.0,41.0,6.0,6.0,2.0,127,"('CHANGC5_000', 18)"
6.0,110.0,0.08033818751573563,1.0,1.0,41.0,6.0,6.0,1.0,125,"('CHANGC5_000', 18)"
7.0,111.0,0.6847371459007263,1.0,2.0,19.0,1.0,7.0,2.0,128,"('CHANGC5_000', 18)"
8.0,112.0,0.6192196011543274,1.0,2.0,19.0,1.0,7.0,1.0,126,"('CHANGC5_000', 18)"
9.0,113.0,0.5045639872550964,1.0,2.0,19.0,2.0,8.0,1.0,129,"('CHANGC5_000', 18)"
10.0,114.0,0.7031639218330383,1.0,2.0,19.0,4.0,9.0,2.0,138,"('CHANGC5_000', 18)"
11.0,115.0,0.7256855368614197,1.0,2.0,19.0,4.0,9.0,1.0,130,"('CHANGC5_000', 18)"
12.0,116.0,0.8034875988960266,1.0,2.0,19.0,5.0,10.0,1.0,141,"('CHANGC5_000', 18)"
13.0,117.0,0.7625391483306885,1.0,2.0,19.0,6.0,11.0,1.0,105,"('CHANGC5_000', 18)"
14.0,118.0,0.7686814069747925,1.0,2.0,19.0,7.0,12.0,2.0,131,"('CHANGC5_000', 18)"
15.0,119.0,0.5148010849952698,1.0,2.0,19.0,7.0,12.0,1.0,132,"('CHANGC5_000', 18)"
16.0,120.0,0.735922634601593,1.0,2.0,19.0,8.0,13.0,1.0,133,"('CHANGC5_000', 18)"
17.0,666.0,-3.28562331199646,1.0,3.0,41.0,1.0,14.0,1.0,134,"('CHANGC5_000', 18)"
18.0,667.0,-2.4641976356506348,1.0,3.0,41.0,11.0,15.0,1.0,114,"('CHANGC5_000', 18)"
19.0,668.0,-2.8245439529418945,1.0,3.0,41.0,3.0,16.0,1.0,135,"('CHANGC5_000', 18)"
20.0,673.0,0.1892610341310501,1.0,3.0,41.0,7.0,17.0,5.0,142,"('CHANGC5_000', 18)"
21.0,674.0,0.7420649528503418,1.0,3.0,41.0,6.0,18.0,5.0,147,"('CHANGC5_000', 18)"
22.0,675.0,0.5946505665779114,1.0,3.0,41.0,5.0,19.0,5.0,149,"('CHANGC5_000', 18)"
23.0,676.0,-0.09737802296876907,1.0,3.0,41.0,7.0,17.0,4.0,148,"('CHANGC5_000', 18)"
24.0,677.0,0.32848572731018066,1.0,3.0,41.0,6.0,18.0,4.0,146,"('CHANGC5_000', 18)"
25.0,678.0,0.42266711592674255,1.0,3.0,41.0,5.0,19.0,4.0,107,"('CHANGC5_000', 18)"
26.0,679.0,-0.21612849831581116,1.0,3.0,41.0,4.0,20.0,4.0,110,"('CHANGC5_000', 18)"
27.0,680.0,0.705211341381073,1.0,3.0,41.0,7.0,17.0,3.0,143,"('CHANGC5_000', 18)"
28.0,681.0,-0.0769038051366806,1.0,3.0,41.0,6.0,18.0,3.0,140,"('CHANGC5_000', 18)"
29.0,682.0,-0.10966255515813828,1.0,3.0,41.0,5.0,19.0,3.0,145,"('CHANGC5_000', 18)"
30.0,683.0,0.5086588263511658,1.0,3.0,41.0,4.0,20.0,3.0,101,"('CHANGC5_000', 18)"
31.0,684.0,-0.5355262756347656,1.0,3.0,41.0,7.0,17.0,2.0,102,"('CHANGC5_000', 18)"
32.0,685.0,-0.10966255515813828,1.0,3.0,41.0,6.0,18.0,2.0,109,"('CHANGC5_000', 18)"
33.0,686.0,-0.17722748219966888,1.0,3.0,41.0,5.0,19.0,2.0,116,"('CHANGC5_000', 18)"
34.0,687.0,-0.5764747262001038,1.0,3.0,41.0,4.0,20.0,2.0,136,"('CHANGC5_000', 18)"
35.0,688.0,-0.11785224080085754,1.0,3.0,41.0,7.0,17.0,1.0,144,"('CHANGC5_000', 18)"
36.0,689.0,-0.17722748219966888,1.0,3.0,41.0,6.0,18.0,1.0,100,"('CHANGC5_000', 18)"
37.0,690.0,-0.11785224080085754,1.0,3.0,41.0,5.0,19.0,1.0,103,"('CHANGC5_000', 18)"
38.0,691.0,-1.8049278259277344,1.0,3.0,41.0,8.0,21.0,4.0,104,"('CHANGC5_000', 18)"
39.0,692.0,-0.9130708575248718,1.0,3.0,41.0,4.0,20.0,1.0,106,"('CHANGC5_000', 18)"
40.0,693.0,0.1548643410205841,1.0,3.0,41.0,7.0,17.0,1.0,108,"('CHANGC5_000', 18)"
41.0,694.0,-1.8049278259277344,1.0,3.0,41.0,8.0,21.0,3.0,111,"('CHANGC5_000', 18)"
42.0,696.0,-2.913811445236206,1.0,3.0,41.0,8.0,21.0,1.0,112,"('CHANGC5_000', 18)"
43.0,702.0,-2.4764821529388428,1.0,3.0,41.0,1.0,14.0,1.0,113,"('CHANGC5_000', 18)"
44.0,703.0,-0.7959583401679993,1.0,3.0,41.0,2.0,22.0,1.0,115,"('CHANGC5_000', 18)"
45.0,1265.0,0.717495858669281,1.0,4.0,41.0,9.0,23.0,1.0,117,"('CHANGC5_000', 18)"
46.0,1268.0,0.807582437992096,1.0,4.0,41.0,5.0,24.0,1.0,119,"('CHANGC5_000', 18)"
47.0,1270.0,0.6110299229621887,1.0,4.0,41.0,10.0,25.0,1.0,118,"('CHANGC5_000', 18)"
48.0,1271.0,0.6294566988945007,1.0,4.0,41.0,11.0,26.0,1.0,137,"('CHANGC5_000', 18)"
49.0,1272.0,0.23389482498168945,1.0,4.0,41.0,7.0,27.0,1.0,139,"('CHANGC5_000', 18)"
0.0,121.0,1.0829936265945435,1.0,1.0,42.0,11.0,1.0,1.0,192,"('CHANGC5_000', 16)"
1.0,122.0,0.12663660943508148,1.0,1.0,42.0,9.0,2.0,4.0,193,"('CHANGC5_000', 16)"
2.0,123.0,0.12663660943508148,1.0,1.0,42.0,9.0,2.0,3.0,194,"('CHANGC5_000', 16)"
3.0,124.0,0.12663660943508148,1.0,1.0,42.0,9.0,2.0,2.0,195,"('CHANGC5_000', 16)"
4.0,125.0,-0.8339400291442871,1.0,1.0,42.0,9.0,2.0,1.0,196,"('CHANGC5_000', 16)"
5.0,126.0,-0.8384611010551453,1.0,1.0,42.0,10.0,3.0,2.0,197,"('CHANGC5_000', 16)"
6.0,127.0,-0.8339400291442871,1.0,1.0,42.0,10.0,3.0,1.0,198,"('CHANGC5_000', 16)"
7.0,128.0,1.149604082107544,2.0,1.0,42.0,6.0,4.0,5.0,199,"('CHANGC5_000', 16)"
8.0,129.0,1.2035554647445679,2.0,1.0,42.0,6.0,4.0,4.0,151,"('CHANGC5_000', 16)"
9.0,130.0,0.994983434677124,2.0,1.0,42.0,6.0,4.0,3.0,157,"('CHANGC5_000', 16)"
10.0,131.0,1.11207914352417,2.0,1.0,42.0,6.0,4.0,2.0,162,"('CHANGC5_000', 16)"
11.0,132.0,1.1934584379196167,2.0,1.0,42.0,6.0,4.0,1.0,167,"('CHANGC5_000', 16)"
12.0,133.0,0.5244907736778259,2.0,1.0,42.0,5.0,5.0,5.0,173,"('CHANGC5_000', 16)"
13.0,134.0,0.5094205141067505,2.0,1.0,42.0,5.0,5.0,3.0,181,"('CHANGC5_000', 16)"
14.0,135.0,0.6019517779350281,2.0,1.0,42.0,11.0,1.0,1.0,182,"('CHANGC5_000', 16)"
15.0,136.0,0.4337679445743561,2.0,1.0,42.0,5.0,5.0,2.0,152,"('CHANGC5_000', 16)"
16.0,137.0,0.14939264953136444,2.0,1.0,42.0,5.0,5.0,1.0,158,"('CHANGC5_000', 16)"
17.0,138.0,2.407968521118164,3.0,1.0,42.0,7.0,6.0,4.0,159,"('CHANGC5_000', 16)"
18.0,139.0,2.407968521118164,3.0,1.0,42.0,7.0,6.0,3.0,163,"('CHANGC5_000', 16)"
19.0,140.0,1.5228936672210693,3.0,1.0,42.0,7.0,6.0,2.0,168,"('CHANGC5_000', 16)"
20.0,141.0,1.1277521848678589,3.0,1.0,42.0,7.0,6.0,1.0,174,"('CHANGC5_000', 16)"
21.0,142.0,-0.9276769161224365,3.0,1.0,42.0,8.0,7.0,2.0,178,"('CHANGC5_000', 16)"
22.0,143.0,-1.1579500436782837,3.0,1.0,42.0,8.0,7.0,1.0,175,"('CHANGC5_000', 16)"
23.0,144.0,-0.6674140095710754,2.0,1.0,42.0,3.0,8.0,5.0,179,"('CHANGC5_000', 16)"
24.0,145.0,-0.6244637966156006,2.0,1.0,42.0,3.0,8.0,4.0,183,"('CHANGC5_000', 16)"
25.0,146.0,-0.516410231590271,2.0,1.0,42.0,3.0,8.0,3.0,187,"('CHANGC5_000', 16)"
26.0,147.0,-0.7231738567352295,2.0,1.0,42.0,3.0,8.0,2.0,164,"('CHANGC5_000', 16)"
27.0,148.0,-0.8728212714195251,2.0,1.0,42.0,3.0,8.0,1.0,155,"('CHANGC5_000', 16)"
28.0,149.0,-0.7709465026855469,2.0,1.0,42.0,2.0,9.0,4.0,160,"('CHANGC5_000', 16)"
29.0,150.0,-0.38695693016052246,2.0,1.0,42.0,2.0,9.0,3.0,169,"('CHANGC5_000', 16)"
30.0,151.0,-0.2850821614265442,2.0,1.0,42.0,2.0,9.0,2.0,171,"('CHANGC5_000', 16)"
31.0,152.0,-1.1238913536071777,2.0,1.0,42.0,4.0,10.0,5.0,184,"('CHANGC5_000', 16)"
32.0,153.0,-1.053965449333191,2.0,1.0,42.0,4.0,10.0,4.0,189,"('CHANGC5_000', 16)"
33.0,154.0,-0.9971506595611572,2.0,1.0,42.0,4.0,10.0,3.0,153,"('CHANGC5_000', 16)"
34.0,155.0,-1.052910566329956,2.0,1.0,42.0,4.0,10.0,2.0,165,"('CHANGC5_000', 16)"
35.0,156.0,-0.875383198261261,2.0,1.0,42.0,4.0,10.0,1.0,176,"('CHANGC5_000', 16)"
36.0,157.0,-1.2131071090698242,2.0,1.0,42.0,2.0,9.0,1.0,180,"('CHANGC5_000', 16)"
37.0,158.0,0.7213079929351807,1.0,1.0,45.0,6.0,11.0,2.0,190,"('CHANGC5_000', 16)"
38.0,159.0,0.05279246345162392,1.0,1.0,45.0,6.0,11.0,1.0,150,"('CHANGC5_000', 16)"
39.0,160.0,-0.25524309277534485,3.0,1.0,45.0,5.0,12.0,2.0,154,"('CHANGC5_000', 16)"
40.0,161.0,0.2239903062582016,3.0,1.0,45.0,5.0,12.0,1.0,156,"('CHANGC5_000', 16)"
41.0,162.0,-1.7893928289413452,3.0,1.0,45.0,4.0,13.0,1.0,161,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,"('CHANGC5_000', 16)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191,"('CHANGC5_000', 16)"
0.0,163.0,0.7208033800125122,1.0,1.0,55.0,11.0,1.0,4.0,246,"('CHANGC5_000', 8)"
1.0,164.0,0.828204870223999,1.0,1.0,55.0,11.0,1.0,3.0,247,"('CHANGC5_000', 8)"
2.0,165.0,0.7904154658317566,1.0,1.0,55.0,11.0,1.0,2.0,248,"('CHANGC5_000', 8)"
3.0,166.0,0.5862200260162354,1.0,1.0,55.0,11.0,1.0,1.0,249,"('CHANGC5_000', 8)"
4.0,167.0,0.5606293082237244,1.0,1.0,55.0,6.0,2.0,4.0,200,"('CHANGC5_000', 8)"
5.0,168.0,0.6114130020141602,1.0,1.0,55.0,6.0,2.0,3.0,204,"('CHANGC5_000', 8)"
6.0,169.0,0.6724064350128174,1.0,1.0,55.0,6.0,2.0,2.0,212,"('CHANGC5_000', 8)"
7.0,170.0,0.5936453342437744,1.0,1.0,55.0,6.0,2.0,1.0,217,"('CHANGC5_000', 8)"
8.0,171.0,0.18445900082588196,1.0,1.0,55.0,5.0,3.0,4.0,223,"('CHANGC5_000', 8)"
9.0,172.0,0.18445900082588196,1.0,1.0,55.0,5.0,3.0,3.0,234,"('CHANGC5_000', 8)"
10.0,173.0,0.27024757862091064,1.0,1.0,55.0,5.0,3.0,2.0,201,"('CHANGC5_000', 8)"
11.0,174.0,0.3197053074836731,1.0,1.0,55.0,5.0,3.0,1.0,208,"('CHANGC5_000', 8)"
12.0,175.0,-0.14702701568603516,1.0,1.0,55.0,9.0,4.0,4.0,213,"('CHANGC5_000', 8)"
13.0,176.0,0.10490235686302185,1.0,1.0,55.0,9.0,4.0,3.0,219,"('CHANGC5_000', 8)"
14.0,177.0,0.44169214367866516,1.0,1.0,55.0,9.0,4.0,2.0,224,"('CHANGC5_000', 8)"
15.0,178.0,-1.4955121278762817,2.0,1.0,55.0,2.0,5.0,3.0,235,"('CHANGC5_000', 8)"
16.0,179.0,-1.4282867908477783,1.0,1.0,55.0,8.0,6.0,2.0,202,"('CHANGC5_000', 8)"
17.0,180.0,1.1948283910751343,1.0,1.0,55.0,7.0,7.0,5.0,205,"('CHANGC5_000', 8)"
18.0,181.0,0.6724064350128174,1.0,1.0,55.0,1.0,8.0,3.0,209,"('CHANGC5_000', 8)"
19.0,182.0,1.009196162223816,1.0,1.0,55.0,7.0,7.0,4.0,214,"('CHANGC5_000', 8)"
20.0,183.0,0.954169511795044,1.0,1.0,55.0,7.0,7.0,3.0,220,"('CHANGC5_000', 8)"
21.0,184.0,0.8885353207588196,1.0,1.0,55.0,7.0,7.0,2.0,230,"('CHANGC5_000', 8)"
22.0,185.0,1.0257705450057983,1.0,1.0,55.0,7.0,7.0,1.0,237,"('CHANGC5_000', 8)"
23.0,186.0,-0.21226346492767334,1.0,1.0,55.0,10.0,9.0,5.0,242,"('CHANGC5_000', 8)"
24.0,187.0,-0.07648679614067078,1.0,1.0,55.0,10.0,9.0,4.0,206,"('CHANGC5_000', 8)"
25.0,188.0,-1.258963704109192,1.0,1.0,55.0,11.0,1.0,1.0,210,"('CHANGC5_000', 8)"
26.0,189.0,-0.5784892439842224,1.0,1.0,55.0,6.0,2.0,1.0,215,"('CHANGC5_000', 8)"
27.0,190.0,-1.411447286605835,1.0,1.0,55.0,5.0,3.0,1.0,216,"('CHANGC5_000', 8)"
28.0,191.0,0.09787485003471375,1.0,1.0,55.0,9.0,4.0,1.0,231,"('CHANGC5_000', 8)"
29.0,192.0,-0.8609153032302856,1.0,1.0,55.0,8.0,6.0,1.0,238,"('CHANGC5_000', 8)"
30.0,193.0,-1.708989143371582,1.0,1.0,55.0,10.0,9.0,3.0,225,"('CHANGC5_000', 8)"
31.0,194.0,-1.7434636354446411,1.0,1.0,55.0,10.0,9.0,2.0,227,"('CHANGC5_000', 8)"
32.0,195.0,-1.54523503780365,2.0,1.0,55.0,4.0,10.0,2.0,243,"('CHANGC5_000', 8)"
33.0,196.0,-1.9365211725234985,1.0,1.0,55.0,10.0,9.0,1.0,221,"('CHANGC5_000', 8)"
34.0,197.0,1.1583648920059204,2.0,1.0,55.0,3.0,11.0,5.0,218,"('CHANGC5_000', 8)"
35.0,198.0,1.314163327217102,2.0,1.0,55.0,3.0,11.0,4.0,232,"('CHANGC5_000', 8)"
36.0,199.0,-1.54523503780365,2.0,1.0,55.0,2.0,5.0,2.0,226,"('CHANGC5_000', 8)"
