target,order,Unit Weight (kg),Unit POD,from_yard,from_bay,from_col,position_id,from_layer,pred,voyage_cluster
26.0,82.0,0.15098977088928223,1.0,2.0,34.0,8.0,9.0,4.0,30,"('CHANGD1_00F', 7)"
27.0,83.0,0.559738278388977,1.0,2.0,34.0,8.0,9.0,3.0,37,"('CHANGD1_00F', 7)"
28.0,84.0,-1.1162807941436768,1.0,2.0,34.0,6.0,10.0,4.0,46,"('CHANGD1_00F', 7)"
29.0,85.0,-0.8863909840583801,1.0,2.0,34.0,6.0,10.0,3.0,8,"('CHANGD1_00F', 7)"
30.0,86.0,-0.8663788437843323,1.0,2.0,34.0,6.0,10.0,2.0,15,"('CHANGD1_00F', 7)"
31.0,87.0,-0.848868191242218,1.0,2.0,34.0,6.0,10.0,1.0,20,"('CHANGD1_00F', 7)"
32.0,89.0,1.0322755575180054,1.0,2.0,34.0,8.0,9.0,2.0,33,"('CHANGD1_00F', 7)"
33.0,90.0,1.2701702117919922,1.0,2.0,34.0,8.0,9.0,1.0,38,"('CHANGD1_00F', 7)"
34.0,91.0,-0.24049827456474304,1.0,2.0,34.0,2.0,12.0,1.0,48,"('CHANGD1_00F', 7)"
35.0,92.0,-0.7725718021392822,1.0,2.0,34.0,7.0,13.0,4.0,0,"('CHANGD1_00F', 7)"
36.0,93.0,-0.8863909840583801,1.0,2.0,34.0,7.0,13.0,3.0,9,"('CHANGD1_00F', 7)"
37.0,94.0,-0.8788864016532898,1.0,2.0,34.0,7.0,13.0,2.0,4,"('CHANGD1_00F', 7)"
38.0,95.0,-0.8858906626701355,1.0,2.0,34.0,7.0,13.0,1.0,16,"('CHANGD1_00F', 7)"
39.0,111.0,-1.516524076461792,1.0,2.0,37.0,5.0,14.0,1.0,13,"('CHANGD1_00F', 7)"
40.0,138.0,0.3908856213092804,1.0,2.0,37.0,8.0,15.0,3.0,17,"('CHANGD1_00F', 7)"
41.0,382.0,-0.06314042955636978,1.0,3.0,23.0,4.0,16.0,1.0,21,"('CHANGD1_00F', 7)"
42.0,383.0,-1.3444194793701172,1.0,3.0,23.0,1.0,17.0,1.0,31,"('CHANGD1_00F', 7)"
43.0,397.0,-1.2851334810256958,1.0,3.0,23.0,7.0,18.0,5.0,25,"('CHANGD1_00F', 7)"
44.0,400.0,-0.12417754530906677,1.0,3.0,23.0,7.0,18.0,3.0,22,"('CHANGD1_00F', 7)"
45.0,405.0,-1.4262192249298096,1.0,3.0,23.0,7.0,18.0,2.0,34,"('CHANGD1_00F', 7)"
46.0,406.0,-1.4950110912322998,1.0,3.0,23.0,7.0,18.0,1.0,40,"('CHANGD1_00F', 7)"
47.0,411.0,-1.6716184616088867,1.0,3.0,23.0,6.0,19.0,2.0,39,"('CHANGD1_00F', 7)"
48.0,412.0,-0.7388012409210205,1.0,3.0,23.0,6.0,19.0,1.0,42,"('CHANGD1_00F', 7)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,"('CHANGD1_00F', 7)"
0.0,96.0,-0.03424341604113579,1.0,1.0,37.0,6.0,1.0,5.0,50,"('CHANGD1_00F', 5)"
1.0,97.0,1.0645099878311157,1.0,1.0,37.0,5.0,2.0,5.0,59,"('CHANGD1_00F', 5)"
2.0,98.0,0.4870446026325226,1.0,1.0,37.0,6.0,1.0,4.0,60,"('CHANGD1_00F', 5)"
3.0,99.0,0.8040228486061096,1.0,1.0,37.0,5.0,2.0,4.0,72,"('CHANGD1_00F', 5)"
4.0,100.0,0.7205414175987244,1.0,1.0,37.0,6.0,1.0,3.0,75,"('CHANGD1_00F', 5)"
5.0,101.0,0.47135260701179504,1.0,1.0,37.0,5.0,2.0,3.0,86,"('CHANGD1_00F', 5)"
6.0,102.0,0.7205414175987244,1.0,1.0,37.0,6.0,1.0,2.0,88,"('CHANGD1_00F', 5)"
7.0,103.0,0.7412548661231995,1.0,1.0,37.0,5.0,2.0,2.0,89,"('CHANGD1_00F', 5)"
8.0,104.0,0.09160637110471725,1.0,1.0,37.0,6.0,1.0,1.0,51,"('CHANGD1_00F', 5)"
9.0,105.0,-0.03738181293010712,1.0,1.0,37.0,10.0,3.0,5.0,61,"('CHANGD1_00F', 5)"
10.0,106.0,-0.14377352595329285,1.0,1.0,37.0,11.0,4.0,4.0,83,"('CHANGD1_00F', 5)"
11.0,107.0,-0.02765277959406376,1.0,1.0,37.0,10.0,3.0,4.0,73,"('CHANGD1_00F', 5)"
12.0,108.0,-0.32705599069595337,1.0,1.0,37.0,10.0,3.0,3.0,87,"('CHANGD1_00F', 5)"
13.0,109.0,-0.805975615978241,1.0,1.0,37.0,10.0,3.0,2.0,95,"('CHANGD1_00F', 5)"
14.0,110.0,-0.7902836203575134,1.0,1.0,37.0,10.0,3.0,1.0,52,"('CHANGD1_00F', 5)"
15.0,112.0,0.258882999420166,2.0,1.0,37.0,1.0,5.0,1.0,53,"('CHANGD1_00F', 5)"
16.0,113.0,0.1072983592748642,2.0,1.0,37.0,3.0,6.0,4.0,62,"('CHANGD1_00F', 5)"
17.0,114.0,0.8605140447616577,2.0,1.0,37.0,3.0,6.0,3.0,66,"('CHANGD1_00F', 5)"
18.0,115.0,0.7393718361854553,2.0,1.0,37.0,3.0,6.0,2.0,78,"('CHANGD1_00F', 5)"
19.0,116.0,-0.8379873037338257,2.0,1.0,37.0,2.0,7.0,4.0,76,"('CHANGD1_00F', 5)"
20.0,117.0,-0.36534446477890015,2.0,1.0,37.0,2.0,7.0,3.0,90,"('CHANGD1_00F', 5)"
21.0,118.0,-0.481465220451355,2.0,1.0,37.0,2.0,7.0,2.0,96,"('CHANGD1_00F', 5)"
22.0,119.0,0.9744378924369812,1.0,1.0,37.0,7.0,8.0,5.0,54,"('CHANGD1_00F', 5)"
23.0,120.0,0.7205414175987244,1.0,1.0,37.0,7.0,8.0,4.0,55,"('CHANGD1_00F', 5)"
24.0,121.0,0.7393718361854553,2.0,1.0,37.0,3.0,6.0,1.0,84,"('CHANGD1_00F', 5)"
25.0,122.0,0.705163300037384,2.0,1.0,37.0,4.0,9.0,5.0,69,"('CHANGD1_00F', 5)"
26.0,123.0,0.391323447227478,2.0,1.0,37.0,4.0,9.0,4.0,77,"('CHANGD1_00F', 5)"
27.0,124.0,0.7192860841751099,2.0,1.0,37.0,4.0,9.0,3.0,79,"('CHANGD1_00F', 5)"
28.0,125.0,0.7205414175987244,1.0,1.0,37.0,7.0,8.0,3.0,91,"('CHANGD1_00F', 5)"
29.0,126.0,0.7585160732269287,1.0,1.0,37.0,7.0,8.0,2.0,97,"('CHANGD1_00F', 5)"
30.0,127.0,0.705163300037384,2.0,1.0,37.0,4.0,9.0,2.0,56,"('CHANGD1_00F', 5)"
31.0,128.0,0.730270504951477,2.0,1.0,37.0,4.0,9.0,1.0,63,"('CHANGD1_00F', 5)"
32.0,129.0,0.8310130834579468,1.0,1.0,37.0,7.0,8.0,1.0,67,"('CHANGD1_00F', 5)"
33.0,130.0,-0.8941646218299866,1.0,1.0,37.0,11.0,4.0,3.0,80,"('CHANGD1_00F', 5)"
34.0,131.0,-0.7840068340301514,1.0,1.0,37.0,11.0,4.0,2.0,93,"('CHANGD1_00F', 5)"
35.0,132.0,-0.8153908252716064,1.0,1.0,37.0,11.0,4.0,1.0,98,"('CHANGD1_00F', 5)"
36.0,133.0,-1.4772790670394897,1.0,1.0,37.0,9.0,10.0,5.0,57,"('CHANGD1_00F', 5)"
37.0,134.0,-1.2481759786605835,1.0,1.0,37.0,9.0,10.0,4.0,70,"('CHANGD1_00F', 5)"
38.0,135.0,-2.459911584854126,1.0,1.0,37.0,8.0,11.0,5.0,68,"('CHANGD1_00F', 5)"
39.0,136.0,-0.7777300477027893,1.0,1.0,37.0,8.0,11.0,4.0,82,"('CHANGD1_00F', 5)"
40.0,137.0,-1.1973339319229126,1.0,1.0,37.0,9.0,10.0,3.0,94,"('CHANGD1_00F', 5)"
41.0,139.0,-2.3356311321258545,1.0,1.0,37.0,9.0,10.0,2.0,99,"('CHANGD1_00F', 5)"
42.0,140.0,-2.479369878768921,1.0,1.0,37.0,9.0,10.0,1.0,58,"('CHANGD1_00F', 5)"
43.0,141.0,-0.48962506651878357,1.0,1.0,37.0,8.0,11.0,2.0,64,"('CHANGD1_00F', 5)"
44.0,142.0,-1.4148249626159668,1.0,1.0,37.0,8.0,11.0,1.0,85,"('CHANGD1_00F', 5)"
45.0,143.0,0.4958321154117584,2.0,1.0,44.0,4.0,12.0,5.0,65,"('CHANGD1_00F', 5)"
46.0,144.0,0.5052472949028015,2.0,1.0,44.0,4.0,12.0,4.0,71,"('CHANGD1_00F', 5)"
47.0,145.0,0.5052472949028015,2.0,1.0,44.0,4.0,12.0,3.0,74,"('CHANGD1_00F', 5)"
48.0,146.0,0.7632236480712891,2.0,1.0,44.0,4.0,12.0,2.0,81,"('CHANGD1_00F', 5)"
49.0,148.0,-2.0707502365112305,2.0,1.0,44.0,3.0,13.0,4.0,92,"('CHANGD1_00F', 5)"
0.0,202.0,1.9699546098709106,1.0,1.0,46.0,2.0,1.0,1.0,147,"('CHANGD1_00F', 2)"
1.0,203.0,1.5119162797927856,1.0,1.0,46.0,6.0,2.0,5.0,148,"('CHANGD1_00F', 2)"
2.0,204.0,0.7107117772102356,1.0,1.0,46.0,6.0,2.0,4.0,149,"('CHANGD1_00F', 2)"
3.0,205.0,0.5306128859519958,1.0,1.0,46.0,6.0,2.0,3.0,101,"('CHANGD1_00F', 2)"
4.0,206.0,-1.282334327697754,1.0,1.0,46.0,10.0,3.0,5.0,104,"('CHANGD1_00F', 2)"
5.0,207.0,-1.1768840551376343,1.0,1.0,46.0,10.0,3.0,4.0,108,"('CHANGD1_00F', 2)"
6.0,208.0,-1.561723232269287,1.0,1.0,46.0,10.0,3.0,3.0,119,"('CHANGD1_00F', 2)"
7.0,209.0,-0.16586615145206451,1.0,1.0,46.0,6.0,2.0,1.0,120,"('CHANGD1_00F', 2)"
8.0,213.0,-0.08070873469114304,1.0,1.0,46.0,7.0,4.0,5.0,124,"('CHANGD1_00F', 2)"
9.0,214.0,-0.09157989174127579,1.0,1.0,46.0,7.0,4.0,4.0,132,"('CHANGD1_00F', 2)"
10.0,215.0,0.464661180973053,1.0,1.0,46.0,7.0,4.0,3.0,142,"('CHANGD1_00F', 2)"
11.0,216.0,-0.0767226368188858,1.0,1.0,46.0,7.0,4.0,2.0,102,"('CHANGD1_00F', 2)"
12.0,217.0,-0.11151035130023956,1.0,1.0,46.0,7.0,4.0,1.0,109,"('CHANGD1_00F', 2)"
13.0,218.0,-0.9098159074783325,1.0,1.0,46.0,10.0,3.0,2.0,110,"('CHANGD1_00F', 2)"
14.0,219.0,-0.6014373302459717,1.0,1.0,46.0,10.0,3.0,1.0,116,"('CHANGD1_00F', 2)"
15.0,555.0,1.6641125679016113,1.0,2.0,62.0,5.0,5.0,1.0,121,"('CHANGD1_00F', 2)"
16.0,556.0,0.8705178499221802,1.0,2.0,62.0,9.0,6.0,3.0,131,"('CHANGD1_00F', 2)"
17.0,557.0,0.5124942660331726,1.0,2.0,62.0,9.0,6.0,2.0,145,"('CHANGD1_00F', 2)"
18.0,558.0,0.5150308609008789,1.0,2.0,62.0,9.0,6.0,1.0,105,"('CHANGD1_00F', 2)"
19.0,559.0,0.4139290750026703,1.0,2.0,62.0,8.0,7.0,5.0,106,"('CHANGD1_00F', 2)"
20.0,560.0,0.6034496426582336,1.0,2.0,62.0,8.0,7.0,4.0,117,"('CHANGD1_00F', 2)"
21.0,561.0,0.13852635025978088,1.0,2.0,62.0,8.0,7.0,3.0,125,"('CHANGD1_00F', 2)"
22.0,562.0,0.5056092143058777,1.0,2.0,62.0,8.0,7.0,2.0,133,"('CHANGD1_00F', 2)"
23.0,563.0,0.38856303691864014,1.0,2.0,62.0,8.0,7.0,1.0,143,"('CHANGD1_00F', 2)"
24.0,564.0,-1.0210641622543335,1.0,2.0,62.0,10.0,8.0,3.0,103,"('CHANGD1_00F', 2)"
25.0,565.0,-1.0431687831878662,1.0,2.0,62.0,10.0,8.0,2.0,113,"('CHANGD1_00F', 2)"
26.0,566.0,-1.0167156457901,1.0,2.0,62.0,10.0,8.0,1.0,122,"('CHANGD1_00F', 2)"
27.0,567.0,0.7335411906242371,1.0,2.0,62.0,5.0,5.0,1.0,123,"('CHANGD1_00F', 2)"
28.0,568.0,1.174910306930542,1.0,2.0,62.0,1.0,9.0,1.0,134,"('CHANGD1_00F', 2)"
29.0,569.0,-0.27095404267311096,1.0,2.0,62.0,9.0,6.0,1.0,146,"('CHANGD1_00F', 2)"
30.0,570.0,-1.2736374139785767,1.0,2.0,62.0,8.0,7.0,1.0,100,"('CHANGD1_00F', 2)"
31.0,612.0,1.138673186302185,1.0,2.0,66.0,10.0,10.0,2.0,111,"('CHANGD1_00F', 2)"
32.0,615.0,0.34036755561828613,1.0,2.0,66.0,11.0,11.0,3.0,118,"('CHANGD1_00F', 2)"
33.0,618.0,-0.21297451853752136,1.0,2.0,66.0,11.0,11.0,2.0,126,"('CHANGD1_00F', 2)"
34.0,619.0,-0.07889687269926071,1.0,2.0,66.0,11.0,11.0,1.0,138,"('CHANGD1_00F', 2)"
35.0,620.0,0.05518077686429024,1.0,2.0,66.0,10.0,10.0,1.0,144,"('CHANGD1_00F', 2)"
36.0,664.0,1.3430509567260742,1.0,2.0,69.0,4.0,12.0,1.0,107,"('CHANGD1_00F', 2)"
37.0,665.0,0.40523216128349304,1.0,2.0,69.0,2.0,13.0,1.0,127,"('CHANGD1_00F', 2)"
38.0,666.0,0.754558801651001,1.0,2.0,69.0,3.0,14.0,2.0,130,"('CHANGD1_00F', 2)"
39.0,667.0,1.343775749206543,1.0,2.0,69.0,3.0,14.0,1.0,135,"('CHANGD1_00F', 2)"
40.0,668.0,-0.2847241759300232,1.0,2.0,69.0,6.0,15.0,1.0,141,"('CHANGD1_00F', 2)"
41.0,669.0,-2.2495052814483643,1.0,2.0,69.0,5.0,16.0,1.0,140,"('CHANGD1_00F', 2)"
42.0,670.0,-1.9976567029953003,1.0,2.0,69.0,7.0,17.0,3.0,114,"('CHANGD1_00F', 2)"
43.0,671.0,-0.37459245324134827,1.0,2.0,69.0,7.0,17.0,2.0,115,"('CHANGD1_00F', 2)"
44.0,672.0,-0.8525611162185669,1.0,2.0,69.0,7.0,17.0,1.0,129,"('CHANGD1_00F', 2)"
45.0,1151.0,-2.1922504901885986,1.0,3.0,45.0,10.0,18.0,2.0,112,"('CHANGD1_00F', 2)"
46.0,1153.0,0.8379043340682983,1.0,3.0,45.0,10.0,18.0,1.0,128,"('CHANGD1_00F', 2)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,"('CHANGD1_00F', 2)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,"('CHANGD1_00F', 2)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,"('CHANGD1_00F', 2)"
0.0,266.0,-1.451041579246521,1.0,1.0,59.0,7.0,1.0,4.0,193,"('CHANGD1_00F', 6)"
1.0,267.0,-1.2209745645523071,1.0,1.0,59.0,6.0,2.0,4.0,194,"('CHANGD1_00F', 6)"
2.0,268.0,-1.636968970298767,1.0,1.0,59.0,7.0,1.0,3.0,195,"('CHANGD1_00F', 6)"
3.0,269.0,-1.1639262437820435,1.0,1.0,59.0,6.0,2.0,3.0,196,"('CHANGD1_00F', 6)"
4.0,270.0,-1.3604722023010254,1.0,1.0,59.0,7.0,1.0,2.0,197,"('CHANGD1_00F', 6)"
5.0,271.0,-1.1272821426391602,1.0,1.0,59.0,6.0,2.0,2.0,198,"('CHANGD1_00F', 6)"
6.0,272.0,0.6172708868980408,1.0,1.0,59.0,11.0,3.0,4.0,199,"('CHANGD1_00F', 6)"
7.0,273.0,-0.0008909254102036357,1.0,1.0,59.0,11.0,3.0,3.0,150,"('CHANGD1_00F', 6)"
8.0,274.0,-1.8476728200912476,1.0,1.0,59.0,1.0,4.0,1.0,156,"('CHANGD1_00F', 6)"
9.0,275.0,0.6287221908569336,1.0,1.0,59.0,2.0,5.0,4.0,159,"('CHANGD1_00F', 6)"
10.0,276.0,0.09071945399045944,1.0,1.0,59.0,2.0,5.0,3.0,179,"('CHANGD1_00F', 6)"
11.0,277.0,0.09071945399045944,1.0,1.0,59.0,2.0,5.0,2.0,187,"('CHANGD1_00F', 6)"
12.0,278.0,0.09071945399045944,1.0,1.0,59.0,2.0,5.0,1.0,151,"('CHANGD1_00F', 6)"
13.0,279.0,-1.168923258781433,1.0,1.0,59.0,7.0,1.0,1.0,157,"('CHANGD1_00F', 6)"
14.0,280.0,-0.9931978583335876,1.0,1.0,59.0,6.0,2.0,1.0,167,"('CHANGD1_00F', 6)"
15.0,281.0,-0.007137087639421225,1.0,1.0,59.0,11.0,3.0,2.0,175,"('CHANGD1_00F', 6)"
16.0,282.0,0.003273182548582554,1.0,1.0,59.0,11.0,3.0,1.0,188,"('CHANGD1_00F', 6)"
17.0,283.0,-0.3777427077293396,1.0,1.0,59.0,3.0,6.0,4.0,152,"('CHANGD1_00F', 6)"
18.0,284.0,-0.623008668422699,1.0,1.0,59.0,3.0,6.0,3.0,153,"('CHANGD1_00F', 6)"
19.0,285.0,-0.6173871159553528,1.0,1.0,59.0,3.0,6.0,2.0,165,"('CHANGD1_00F', 6)"
20.0,286.0,-0.6413307189941406,1.0,1.0,59.0,3.0,6.0,1.0,160,"('CHANGD1_00F', 6)"
21.0,287.0,-2.118339776992798,1.0,1.0,59.0,9.0,7.0,2.0,168,"('CHANGD1_00F', 6)"
22.0,288.0,-2.0475499629974365,1.0,1.0,59.0,9.0,7.0,1.0,180,"('CHANGD1_00F', 6)"
23.0,289.0,1.1477782726287842,1.0,1.0,59.0,7.0,1.0,1.0,181,"('CHANGD1_00F', 6)"
24.0,290.0,0.629971444606781,1.0,1.0,59.0,11.0,3.0,1.0,190,"('CHANGD1_00F', 6)"
25.0,291.0,0.9631000757217407,1.0,1.0,59.0,8.0,8.0,3.0,154,"('CHANGD1_00F', 6)"
26.0,292.0,0.9631000757217407,1.0,1.0,59.0,8.0,8.0,2.0,155,"('CHANGD1_00F', 6)"
27.0,293.0,0.5987406373023987,1.0,1.0,59.0,8.0,8.0,1.0,174,"('CHANGD1_00F', 6)"
28.0,294.0,0.8937676548957825,1.0,1.0,59.0,9.0,7.0,1.0,161,"('CHANGD1_00F', 6)"
29.0,295.0,0.9058436155319214,1.0,1.0,59.0,10.0,9.0,4.0,171,"('CHANGD1_00F', 6)"
30.0,296.0,0.3018397390842438,1.0,1.0,59.0,10.0,9.0,3.0,176,"('CHANGD1_00F', 6)"
31.0,297.0,0.2997576594352722,1.0,1.0,59.0,10.0,9.0,2.0,189,"('CHANGD1_00F', 6)"
32.0,298.0,0.2955935597419739,1.0,1.0,59.0,10.0,9.0,1.0,173,"('CHANGD1_00F', 6)"
33.0,299.0,0.9193769693374634,1.0,1.0,59.0,6.0,2.0,1.0,169,"('CHANGD1_00F', 6)"
34.0,300.0,1.0368047952651978,1.0,1.0,59.0,3.0,6.0,1.0,178,"('CHANGD1_00F', 6)"
35.0,301.0,0.9454026222229004,1.0,1.0,59.0,1.0,4.0,1.0,192,"('CHANGD1_00F', 6)"
36.0,302.0,0.9472764730453491,1.0,1.0,59.0,2.0,5.0,1.0,183,"('CHANGD1_00F', 6)"
37.0,303.0,0.9364497661590576,1.0,1.0,59.0,5.0,10.0,3.0,166,"('CHANGD1_00F', 6)"
38.0,304.0,0.9443615674972534,1.0,1.0,59.0,4.0,11.0,3.0,185,"('CHANGD1_00F', 6)"
39.0,305.0,0.9210425615310669,1.0,1.0,59.0,5.0,10.0,2.0,186,"('CHANGD1_00F', 6)"
40.0,306.0,1.0030754804611206,1.0,1.0,59.0,4.0,11.0,2.0,184,"('CHANGD1_00F', 6)"
41.0,307.0,1.2595845460891724,1.0,1.0,59.0,5.0,10.0,1.0,182,"('CHANGD1_00F', 6)"
42.0,308.0,0.9695544242858887,1.0,1.0,59.0,4.0,11.0,1.0,191,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,"('CHANGD1_00F', 6)"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,"('CHANGD1_00F', 6)"
0.0,413.0,1.4854000806808472,1.0,1.0,25.0,2.0,1.0,4.0,248,"('CHANGD1_00F', 3)"
1.0,414.0,1.4782787561416626,1.0,1.0,25.0,2.0,1.0,3.0,249,"('CHANGD1_00F', 3)"
2.0,415.0,0.8494676947593689,1.0,1.0,25.0,3.0,2.0,5.0,202,"('CHANGD1_00F', 3)"
3.0,416.0,0.4403487741947174,1.0,1.0,25.0,3.0,2.0,4.0,204,"('CHANGD1_00F', 3)"
4.0,417.0,1.1439335346221924,1.0,1.0,25.0,6.0,3.0,5.0,224,"('CHANGD1_00F', 3)"
5.0,418.0,0.6532757878303528,1.0,1.0,25.0,6.0,3.0,4.0,226,"('CHANGD1_00F', 3)"
6.0,419.0,1.4319902658462524,1.0,1.0,25.0,2.0,1.0,2.0,234,"('CHANGD1_00F', 3)"
7.0,420.0,1.1165165901184082,1.0,1.0,25.0,2.0,1.0,1.0,235,"('CHANGD1_00F', 3)"
8.0,421.0,-0.21872787177562714,1.0,1.0,25.0,4.0,4.0,5.0,240,"('CHANGD1_00F', 3)"
9.0,422.0,-0.36257821321487427,1.0,1.0,25.0,5.0,5.0,5.0,241,"('CHANGD1_00F', 3)"
10.0,423.0,0.026957102119922638,1.0,1.0,25.0,3.0,2.0,3.0,200,"('CHANGD1_00F', 3)"
11.0,424.0,-0.5263682007789612,1.0,1.0,25.0,3.0,2.0,2.0,203,"('CHANGD1_00F', 3)"
12.0,425.0,-0.3269716799259186,1.0,1.0,25.0,4.0,4.0,4.0,209,"('CHANGD1_00F', 3)"
13.0,426.0,-0.2230006605386734,1.0,1.0,25.0,4.0,4.0,3.0,208,"('CHANGD1_00F', 3)"
14.0,427.0,-0.31450942158699036,1.0,1.0,25.0,6.0,3.0,3.0,216,"('CHANGD1_00F', 3)"
15.0,428.0,-0.31450942158699036,1.0,1.0,25.0,6.0,3.0,2.0,225,"('CHANGD1_00F', 3)"
16.0,429.0,1.4647482633590698,1.0,1.0,25.0,5.0,5.0,4.0,227,"('CHANGD1_00F', 3)"
17.0,430.0,0.4848569333553314,1.0,1.0,25.0,4.0,4.0,2.0,236,"('CHANGD1_00F', 3)"
18.0,431.0,-1.2883477210998535,1.0,1.0,25.0,5.0,5.0,3.0,238,"('CHANGD1_00F', 3)"
19.0,432.0,-1.2456198930740356,1.0,1.0,25.0,5.0,5.0,2.0,239,"('CHANGD1_00F', 3)"
20.0,433.0,-1.2100133895874023,1.0,1.0,25.0,5.0,5.0,1.0,205,"('CHANGD1_00F', 3)"
21.0,434.0,-0.31450942158699036,1.0,1.0,25.0,6.0,3.0,1.0,212,"('CHANGD1_00F', 3)"
22.0,435.0,-0.10977192968130112,1.0,1.0,25.0,3.0,2.0,1.0,228,"('CHANGD1_00F', 3)"
23.0,436.0,0.06256362050771713,1.0,1.0,25.0,4.0,4.0,1.0,230,"('CHANGD1_00F', 3)"
24.0,437.0,0.6817609667778015,1.0,1.0,25.0,7.0,6.0,5.0,237,"('CHANGD1_00F', 3)"
25.0,438.0,0.6603970527648926,1.0,1.0,25.0,7.0,6.0,4.0,246,"('CHANGD1_00F', 3)"
26.0,439.0,1.2468364238739014,1.0,1.0,25.0,8.0,7.0,5.0,201,"('CHANGD1_00F', 3)"
27.0,440.0,1.1236379146575928,1.0,1.0,25.0,8.0,7.0,4.0,210,"('CHANGD1_00F', 3)"
28.0,441.0,1.1236379146575928,1.0,1.0,25.0,7.0,6.0,3.0,214,"('CHANGD1_00F', 3)"
29.0,442.0,1.058121919631958,1.0,1.0,25.0,7.0,6.0,2.0,213,"('CHANGD1_00F', 3)"
30.0,443.0,1.2931249141693115,1.0,1.0,25.0,8.0,7.0,3.0,218,"('CHANGD1_00F', 3)"
